student_code	school_code	benchmark_test_code	test_score
100039254	NULL	G9DBA_ELA_2013-04-01	79.41
104043559	NULL	G7Math_2013-04-01	77.78
970028586	NULL	G5Math_2013-04-01	57.89
103476883	NULL	G8Math_2013-04-01	54.84
103535514	NULL	G6DBA_ELA_2013-04-01	72.97
100503192	NULL	G8MathP_2013-04-01	60.21
970059643	NULL	G4DBA_ELA_2013-04-01	80.65
970065869	NULL	G7DBA_ELA_2013-04-01	66.67
100020569	NULL	G10DBA_ELA_2013-04-01	85.29
104600820	NULL	G6DBA_ELA_2013-04-01	62.16
722125184	NULL	G4DBA_ELA_2013-04-01	22.58
546823485	NULL	G6Math_2013-04-01	57.58
103448692	NULL	G8Math_2013-04-01	58.06
648699866	NULL	G4Math_2013-04-01	25.00
970024322	NULL	G4DBA_ELA_2013-04-01	22.58
970027541	NULL	G4Math_2013-04-01	31.82
104053210	NULL	G6Math_2013-04-01	69.70
104533443	NULL	Alg1_2013-04-01	26.47
628452385	NULL	G5Math_2013-04-01	68.42
824936462	NULL	G5Math_2013-04-01	42.11
103370326	NULL	Alg1_2013-04-01	41.18
103401485	NULL	G8DBA_ELA_2013-04-01	60.61
103451753	NULL	G8PDBA_ELA_2013-04-01	28.41
137425427	NULL	G5Math_2013-04-01	57.89
104237268	NULL	G7DBA_ELA_2013-04-01	75.00
970028334	NULL	G4DBA_ELA_2013-04-01	48.39
104645924	NULL	G6DBA_ELA_2013-04-01	56.76
756729794	NULL	G6DBA_ELA_2013-04-01	56.76
102842648	NULL	G9DBA_ELA_2013-04-01	73.53
103427050	NULL	GeomS_2013-04-01	30.56
970079201	NULL	G6DBA_ELA_2013-04-01	56.76
104651534	NULL	G6Math_2013-04-01	72.73
158626747	NULL	G5Math_2013-04-01	78.95
487577967	NULL	G6DBA_ELA_2013-04-01	37.84
863835872	NULL	G4DBA_ELA_2013-04-01	19.35
104248299	NULL	G7DBA_ELA_2013-04-01	38.89
438659997	NULL	G5Math_2013-04-01	31.58
970027111	NULL	G4DBA_ELA_2013-04-01	67.74
970027667	NULL	G4Math_2013-04-01	63.64
104238381	NULL	G7Math_2013-04-01	52.78
970032101	NULL	G4DBA_ELA_2013-04-01	29.03
102717055	NULL	G10DBA_ELA_2013-04-01	73.53
554736512	NULL	G6DBA_ELA_2013-04-01	43.24
103414652	NULL	G4DBA_ELA_2013-04-01	32.26
970027028	NULL	G4Math_2013-04-01	84.09
100082221	NULL	G10DBA_ELA_2013-04-01	73.53
423253723	NULL	G6Math_2013-04-01	51.52
157431875	NULL	G5Math_2013-04-01	89.47
102794898	NULL	G10DBA_ELA_2013-04-01	58.82
104031943	NULL	G7Math_2013-04-01	66.67
100102003	NULL	Alg1_2013-04-01	0.00
898727334	NULL	G4DBA_ELA_2013-04-01	38.71
102781069	NULL	G8Math_2013-04-01	61.29
478583453	NULL	G5DBA_ELA_2013-04-01	20.59
102739042	NULL	Geom_2013-04-01	48.57
102789815	NULL	G8DBA_ELA_2013-04-01	84.85
104593108	NULL	G6Math_2013-04-01	63.64
970031421	NULL	G4Math_2013-04-01	63.64
970047282	NULL	G5Math_2013-04-01	63.16
970026787	NULL	G4Math_2013-04-01	79.55
100090133	NULL	G10DBA_ELA_2013-04-01	44.12
970029171	NULL	G4Math_2013-04-01	90.91
103468252	NULL	G8DBA_ELA_2013-04-01	84.85
103427308	NULL	G7DBA_ELA_2013-04-01	0.00
104357231	NULL	G4Math_2013-04-01	59.09
517839338	NULL	G5DBA_ELA_2013-04-01	38.24
970030643	NULL	G7Math_2013-04-01	77.78
104093356	NULL	G10DBA_ELA_2013-04-01	79.41
498274851	NULL	G5DBA_ELA_2013-04-01	64.71
102857828	NULL	G10DBA_ELA_2013-04-01	76.47
970024571	NULL	G4Math_2013-04-01	81.82
102868189	NULL	Alg1_2013-04-01	26.47
970032147	NULL	G4DBA_ELA_2013-04-01	35.48
970032209	NULL	G4Math_2013-04-01	95.45
532249158	NULL	G5DBA_ELA_2013-04-01	67.65
212913396	NULL	G5Math_2013-04-01	15.79
104583810	NULL	G9DBA_ELA_2013-04-01	50.00
788973287	NULL	G5Math_2013-04-01	73.68
970027268	NULL	G4DBA_ELA_2013-04-01	41.94
970059812	NULL	Alg1_2013-04-01	82.35
970048367	NULL	G5DBA_ELA_2013-04-01	67.65
103094629	NULL	G8Math_2013-04-01	35.48
104155163	NULL	G7DBA_ELA_2013-04-01	47.22
104637749	NULL	G5Math_2013-04-01	94.74
683951495	NULL	G5Math_2013-04-01	68.42
102980208	NULL	G10DBA_ELA_2013-04-01	55.88
970032776	NULL	G4DBA_ELA_2013-04-01	67.74
970028413	NULL	G4PDBA_ELA_2013-04-01	70.20
102071131	NULL	G9DBA_ELA_2013-04-01	55.88
102795267	NULL	Alg1_2013-04-01	44.12
104248224	NULL	G7Math_2013-04-01	47.22
970028156	NULL	G4DBA_ELA_2013-04-01	38.71
103464152	NULL	G6Math_2013-04-01	84.85
970032893	NULL	G4Math_2013-04-01	56.82
970034600	NULL	G4PDBA_ELA_2013-04-01	30.80
102782299	NULL	Alg1_2013-04-01	0.00
970006147	NULL	G4DBA_ELA_2013-04-01	83.87
100020502	NULL	Alg1_2013-04-01	35.29
104619770	NULL	G6DBA_ELA_2013-04-01	37.84
970021357	NULL	G7DBA_ELA_2013-04-01	72.22
970074644	NULL	G4DBA_ELA_2013-04-01	19.35
970026780	NULL	G4DBA_ELA_2013-04-01	58.06
970079461	NULL	Alg1_2013-04-01	41.18
970019093	NULL	G8PDBA_ELA_2013-04-01	47.19
104404330	NULL	G7DBA_ELA_2013-04-01	55.56
970032904	NULL	G4MathS_2013-04-01	50.00
104060546	NULL	G7DBA_ELA_2013-04-01	77.78
970096646	NULL	G7Math_2013-04-01	63.89
103536405	NULL	G6Math_2013-04-01	51.52
100039965	NULL	G10DBA_ELA_2013-04-01	64.71
104612296	NULL	G6DBA_ELA_2013-04-01	72.97
103473997	NULL	Alg1_2013-04-01	79.41
102860186	NULL	G10DBA_ELA_2013-04-01	61.76
970038279	NULL	G6DBA_ELA_2013-04-01	67.57
102910569	NULL	Geom_2013-04-01	42.86
102794989	NULL	G8DBA_ELA_2013-04-01	72.73
970071390	NULL	G4DBA_ELA_2013-04-01	80.65
103425039	NULL	G8PDBA_ELA_2013-04-01	26.41
970023393	NULL	G4PDBA_ELA_2013-04-01	73.60
103433074	NULL	G7Math_2013-04-01	25.00
970077484	NULL	G10DBA_ELA_2013-04-01	29.41
103463345	NULL	G7DBA_ELA_2013-04-01	66.67
104099387	NULL	G7Math_2013-04-01	63.89
826397358	NULL	G5Math_2013-04-01	42.11
970047758	NULL	G8DBA_ELA_2013-04-01	60.61
102365285	NULL	Geom_2013-04-01	48.57
970018892	NULL	G4PDBA_ELA_2013-04-01	46.60
970047191	NULL	G8Math_2013-04-01	19.35
970074783	NULL	G5DBA_ELA_2013-04-01	70.59
104040068	NULL	G7Math_2013-04-01	66.67
102969813	NULL	G9DBA_ELA_2013-04-01	52.94
102884434	NULL	G10DBA_ELA_2013-04-01	41.18
511274771	NULL	G6DBA_ELA_2013-04-01	40.54
970076382	NULL	G5DBA_ELA_2013-04-01	73.53
970047753	NULL	G5Math_2013-04-01	42.11
970068604	NULL	Geom_2013-04-01	57.14
970026794	NULL	G4DBA_ELA_2013-04-01	64.52
104098504	NULL	G8DBA_ELA_2013-04-01	72.73
970034924	NULL	G7Math_2013-04-01	38.89
104586169	NULL	G5Math_2013-04-01	47.37
102945425	NULL	G10DBA_ELA_2013-04-01	55.88
102850542	NULL	Alg1S_2013-04-01	52.94
103421111	NULL	Alg1_2013-04-01	41.18
102946993	NULL	Alg1_2013-04-01	88.24
970021382	NULL	G4DBA_ELA_2013-04-01	35.48
102869435	NULL	G10DBA_ELA_2013-04-01	58.82
215855735	NULL	G5Math_2013-04-01	26.32
970096508	NULL	G6MathS_2013-04-01	24.24
364132340	NULL	G6Math_2013-04-01	84.85
104576962	NULL	G6Math_2013-04-01	60.61
970039516	NULL	G7DBA_ELA_2013-04-01	58.33
970061213	NULL	G5Math_2013-04-01	36.84
970022917	NULL	G5DBA_ELA_2013-04-01	73.53
970024548	NULL	G4Math_2013-04-01	54.55
481539641	NULL	G7Math_2013-04-01	44.44
352422414	NULL	G7DBA_ELA_2013-04-01	86.11
104248307	NULL	G7Math_2013-04-01	47.22
102735289	NULL	G9DBA_ELA_2013-04-01	0.00
970024964	NULL	G5DBA_ELA_2013-04-01	91.18
970046691	NULL	G4Math_2013-04-01	45.45
970025354	NULL	G4DBA_ELA_2013-04-01	90.32
970069365	NULL	Alg1_2013-04-01	47.06
599371390	NULL	G5DBA_ELA_2013-04-01	85.29
103393898	NULL	G8Math_2013-04-01	35.48
104239009	NULL	G8DBA_ELA_2013-04-01	45.45
970018340	NULL	G5DBA_ELA_2013-04-01	47.06
970038151	NULL	G6DBA_ELA_2013-04-01	81.08
970023270	NULL	G4Math_2013-04-01	72.73
102829215	NULL	G9DBA_ELA_2013-04-01	70.59
102845211	NULL	Geom_2013-04-01	40.00
104569876	NULL	G6DBA_ELA_2013-04-01	78.38
970032919	NULL	G4Math_2013-04-01	63.64
103404356	NULL	G8MathP_2013-04-01	61.88
970069377	NULL	G4DBA_ELA_2013-04-01	45.16
100014299	NULL	G10DBA_ELA_2013-04-01	76.47
383124427	NULL	G5DBA_ELA_2013-04-01	55.88
970051239	NULL	G7DBA_ELA_2013-04-01	61.11
970089131	NULL	G4Math_2013-04-01	88.64
970032603	NULL	G4Math_2013-04-01	52.27
100119502	NULL	G10DBA_ELA_2013-04-01	82.35
970033717	NULL	G4Math_2013-04-01	88.64
104066758	NULL	G7DBA_ELA_2013-04-01	91.67
970033716	NULL	G4DBA_ELA_2013-04-01	64.52
102953700	NULL	G10DBA_ELA_2013-04-01	32.35
970052842	NULL	G4Math_2013-04-01	38.64
103432639	NULL	G8DBA_ELA_2013-04-01	48.48
100027796	NULL	G10DBA_ELA_2013-04-01	52.94
102980281	NULL	G10DBA_ELA_2013-04-01	58.82
103434544	NULL	G8DBA_ELA_2013-04-01	90.91
104089354	NULL	Geom_2013-04-01	31.43
348945163	NULL	G6DBA_ELA_2013-04-01	81.08
521426510	NULL	G9DBA_ELA_2013-04-01	88.24
970028280	NULL	G4Math_2013-04-01	75.00
103804456	NULL	G6DBA_ELA_2013-04-01	51.35
970068641	NULL	G7DBA_ELA_2013-04-01	55.56
636792269	NULL	G6DBA_ELA_2013-04-01	27.03
104059118	NULL	G7Math_2013-04-01	69.44
102843141	NULL	Alg1_2013-04-01	38.24
100019686	NULL	Alg1_2013-04-01	64.71
442171260	NULL	G5Math_2013-04-01	63.16
104388806	NULL	G6DBA_ELA_2013-04-01	72.97
443788617	NULL	G5Math_2013-04-01	100.00
103443495	NULL	G8Math_2013-04-01	32.26
970060743	NULL	Alg1_2013-04-01	29.41
102933652	NULL	G10DBA_ELA_2013-04-01	64.71
970061212	NULL	G6DBA_ELA_2013-04-01	43.24
102723590	NULL	Alg1_2013-04-01	26.47
970066214	NULL	G9DBA_ELA_2013-04-01	52.94
970077087	NULL	Geom_2013-04-01	25.71
100076389	NULL	Alg1_2013-04-01	58.82
970065035	NULL	G4DBA_ELA_2013-04-01	67.74
214985186	NULL	G5DBA_ELA_2013-04-01	79.41
970063681	NULL	G5Math_2013-04-01	73.68
104063680	NULL	G7DBA_ELA_2013-04-01	30.56
104601596	NULL	G6DBA_ELA_2013-04-01	5.41
970027942	NULL	G4DBA_ELA_2013-04-01	32.26
103568887	NULL	G8DBA_ELA_2013-04-01	84.85
970062189	NULL	G9DBA_ELA_2013-04-01	70.59
970031719	NULL	G4PDBA_ELA_2013-04-01	42.80
104410352	NULL	G6DBA_ELA_2013-04-01	37.84
193512	NULL	G8Math_2013-04-01	35.48
100110915	NULL	G9DBA_ELA_2013-04-01	64.71
103559647	NULL	G8DBA_ELA_2013-04-01	84.85
970058981	NULL	G7DBA_ELA_2013-04-01	72.22
103807848	NULL	G5DBA_ELA_2013-04-01	82.35
102907607	NULL	Alg1_2013-04-01	26.47
103333951	NULL	G8DBA_ELA_2013-04-01	75.76
970023117	NULL	G4DBA_ELA_2013-04-01	67.74
597541531	NULL	G7DBA_ELA_2013-04-01	44.44
792698557	NULL	G5DBA_ELA_2013-04-01	50.00
333777555	NULL	G5Math_2013-04-01	57.89
103420022	NULL	G7DBA_ELA_2013-04-01	30.56
100019306	NULL	Geom_2013-04-01	28.57
104597158	NULL	G6Math_2013-04-01	78.79
970028855	NULL	G4DBA_ELA_2013-04-01	54.84
102722345	NULL	Geom_2013-04-01	40.00
970017854	NULL	G5DBA_ELA_2013-04-01	70.59
533635462	NULL	G5Math_2013-04-01	31.58
219814829	NULL	G5DBA_ELA_2013-04-01	67.65
970033055	NULL	G4Math_2013-04-01	81.82
104510482	NULL	G5DBA_ELA_2013-04-01	67.65
970023943	NULL	G4Math_2013-04-01	59.09
970085544	NULL	Alg1_2013-04-01	91.18
970089065	NULL	G8PDBA_ELA_2013-04-01	72.59
536779333	NULL	G6DBA_ELA_2013-04-01	72.97
104104401	NULL	G7Math_2013-04-01	25.00
236574547	NULL	G5Math_2013-04-01	15.79
104660980	NULL	G6DBA_ELA_2013-04-01	67.57
100056787	NULL	G10DBA_ELA_2013-04-01	79.41
100070978	NULL	Geom_2013-04-01	40.00
421323544	NULL	G8DBA_ELA_2013-04-01	72.73
104632567	NULL	G6DBA_ELA_2013-04-01	24.32
102884533	NULL	G10DBA_ELA_2013-04-01	79.41
970096441	NULL	G4DBA_ELA_2013-04-01	22.58
104239017	NULL	G7DBA_ELA_2013-04-01	77.78
313648156	NULL	G5Math_2013-04-01	57.89
970019066	NULL	G5Math_2013-04-01	52.63
102892361	NULL	G9DBA_ELA_2013-04-01	88.24
102903242	NULL	Geom_2013-04-01	34.29
104034624	NULL	G7Math_2013-04-01	61.11
103438339	NULL	G8DBA_ELA_2013-04-01	51.52
970098703	NULL	G7Math_2013-04-01	47.22
100952191	NULL	G8Math_2013-04-01	25.81
104257340	NULL	G7Math_2013-04-01	36.11
970017560	NULL	G7DBA_ELA_2013-04-01	52.78
104601760	NULL	G6DBA_ELA_2013-04-01	35.14
104506068	NULL	G6Math_2013-04-01	21.21
970028879	NULL	G8DBA_ELA_2013-04-01	39.39
102908456	NULL	Alg1_2013-04-01	35.29
102861382	NULL	G9DBA_ELA_2013-04-01	85.29
104336078	NULL	G7DBA_ELA_2013-04-01	58.33
104265129	NULL	G7DBA_ELA_2013-04-01	58.33
104178322	NULL	G7DBA_ELA_2013-04-01	44.44
970098921	NULL	G10DBA_ELA_2013-04-01	76.47
102713559	NULL	Alg1_2013-04-01	61.76
970028178	NULL	G4DBA_ELA_2013-04-01	41.94
394326342	NULL	G6DBA_ELA_2013-04-01	62.16
970063499	NULL	G6Math_2013-04-01	30.30
102718608	NULL	Geom_2013-04-01	34.29
103422945	NULL	Geom_2013-04-01	28.57
100075506	NULL	Alg1_2013-04-01	58.82
898932652	NULL	G8DBA_ELA_2013-04-01	90.91
970024024	NULL	G8DBA_ELA_2013-04-01	69.70
103403556	NULL	Alg1_2013-04-01	35.29
970028899	NULL	G4Math_2013-04-01	50.00
970045103	NULL	G6Math_2013-04-01	72.73
970053555	NULL	G4DBA_ELA_2013-04-01	22.58
970050375	NULL	G9DBA_ELA_2013-04-01	52.94
970060372	NULL	G5DBA_ELA_2013-04-01	50.00
102838349	NULL	Geom_2013-04-01	14.29
103398608	NULL	Alg1_2013-04-01	35.29
103822235	NULL	G5Math_2013-04-01	0.00
747235299	NULL	G5MathS_2013-04-01	52.63
789675881	NULL	G5Math_2013-04-01	73.68
970096903	NULL	G7Math_2013-04-01	50.00
102723871	NULL	Alg1_2013-04-01	64.71
100040310	NULL	G8PDBA_ELA_2013-04-01	59.89
100097393	NULL	G10DBA_ELA_2013-04-01	32.35
102868445	NULL	G10DBA_ELA_2013-04-01	32.35
104113378	NULL	G7DBA_ELA_2013-04-01	72.22
104095930	NULL	G7Math_2013-04-01	88.89
103437711	NULL	Alg1_2013-04-01	67.65
101695658	NULL	Alg1_2013-04-01	41.18
102993862	NULL	G9DBA_ELA_2013-04-01	14.71
102783545	NULL	Alg1_2013-04-01	20.59
970047206	NULL	G6DBA_ELA_2013-04-01	40.54
970010993	NULL	G5Math_2013-04-01	15.79
104513437	NULL	G6Math_2013-04-01	0.00
970026822	NULL	G4DBA_ELA_2013-04-01	38.71
104228648	NULL	G7DBA_ELA_2013-04-01	47.22
127397990	NULL	G5DBA_ELA_2013-04-01	94.12
755968963	NULL	G5DBA_ELA_2013-04-01	79.41
117215467	NULL	Alg1_2013-04-01	52.94
970081796	NULL	G4Math_2013-04-01	77.27
104583984	NULL	G6Math_2013-04-01	93.94
970089735	NULL	G5Math_2013-04-01	47.37
103472213	NULL	Geom_2013-04-01	22.86
254818867	NULL	G5Math_2013-04-01	42.11
773361159	NULL	G4Math_2013-04-01	50.00
970075802	NULL	G7DBA_ELA_2013-04-01	50.00
741692834	NULL	G5DBA_ELA_2013-04-01	55.88
224794149	NULL	G10DBA_ELA_2013-04-01	67.65
970024077	NULL	G7Math_2013-04-01	83.33
970026560	NULL	G4Math_2013-04-01	38.64
970023379	NULL	G4DBA_ELA_2013-04-01	48.39
104229158	NULL	G7Math_2013-04-01	36.11
970024493	NULL	G4DBA_ELA_2013-04-01	58.06
788478618	NULL	G5DBA_ELA_2013-04-01	35.29
617312558	NULL	G5DBA_ELA_2013-04-01	26.47
102858271	NULL	G10DBA_ELA_2013-04-01	73.53
970061855	NULL	G7DBA_ELA_2013-04-01	33.33
970033752	NULL	G4Math_2013-04-01	61.36
103798922	NULL	G4PDBA_ELA_2013-04-01	74.40
742383482	NULL	G6DBA_ELA_2013-04-01	83.78
103375804	NULL	G8Math_2013-04-01	29.03
102817541	NULL	G9DBA_ELA_2013-04-01	47.06
102932233	NULL	Geom_2013-04-01	48.57
102946993	NULL	G9DBA_ELA_2013-04-01	76.47
970090575	NULL	G7DBA_ELA_2013-04-01	63.89
970047925	NULL	G8DBA_ELA_2013-04-01	39.39
970002690	NULL	G7Math_2013-04-01	52.78
314198417	NULL	G5DBA_ELA_2013-04-01	70.59
103474201	NULL	G7Math_2013-04-01	47.22
102809290	NULL	Geom_2013-04-01	31.43
970023424	NULL	G4DBA_ELA_2013-04-01	80.65
970068226	NULL	G4DBA_ELA_2013-04-01	67.74
970021121	NULL	G4Math_2013-04-01	31.82
970098911	NULL	G8DBA_ELA_2013-04-01	21.21
103418604	NULL	G8MathP_2013-04-01	66.56
418599841	NULL	G5Math_2013-04-01	31.58
970033931	NULL	G4Math_2013-04-01	75.00
970017633	NULL	G5Math_2013-04-01	42.11
970035531	NULL	G5MathS_2013-04-01	57.89
104252648	NULL	G7Math_2013-04-01	41.67
970026714	NULL	G4Math_2013-04-01	65.91
104121348	NULL	G7DBA_ELA_2013-04-01	58.33
102696820	NULL	G10DBA_ELA_2013-04-01	76.47
104588272	NULL	G6Math_2013-04-01	84.85
970026627	NULL	G4DBA_ELA_2013-04-01	58.06
970093429	NULL	G8PDBA_ELA_2013-04-01	66.97
102925849	NULL	G10DBA_ELA_2013-04-01	76.47
104170378	NULL	G7Math_2013-04-01	55.56
970028790	NULL	G4Math_2013-04-01	75.00
970018760	NULL	G5Math_2013-04-01	47.37
104214044	NULL	G7Math_2013-04-01	86.11
970028715	NULL	G4DBA_ELA_2013-04-01	51.61
100038728	NULL	Geom_2013-04-01	62.86
970091336	NULL	G6MathS_2013-04-01	30.30
104639943	NULL	G6Math_2013-04-01	60.61
512764630	NULL	G4DBA_ELA_2013-04-01	22.58
104256243	NULL	G7Math_2013-04-01	38.89
835156837	NULL	G6DBA_ELA_2013-04-01	48.65
970052440	NULL	G7Math_2013-04-01	61.11
103401501	NULL	G8Math_2013-04-01	22.58
104335633	NULL	G7Math_2013-04-01	61.11
103561221	NULL	G8Math_2013-04-01	58.06
102934098	NULL	Geom_2013-04-01	57.14
970031542	NULL	G4MathP_2013-04-01	48.79
843286972	NULL	G5DBA_ELA_2013-04-01	23.53
970094999	NULL	G7DBA_ELA_2013-04-01	66.67
549187581	NULL	G5Math_2013-04-01	52.63
102904240	NULL	Geom_2013-04-01	37.14
102800737	NULL	G10DBA_ELA_2013-04-01	67.65
970060342	NULL	G9DBA_ELA_2013-04-01	76.47
970063290	NULL	G7Math_2013-04-01	66.67
970045356	NULL	G4DBA_ELA_2013-04-01	48.39
970084757	NULL	G7DBA_ELA_2013-04-01	75.00
104403860	NULL	G10DBA_ELA_2013-04-01	67.65
103432969	NULL	G9DBA_ELA_2013-04-01	79.41
103609277	NULL	Alg1_2013-04-01	47.06
970032174	NULL	G4Math_2013-04-01	61.36
970033255	NULL	G4Math_2013-04-01	63.64
970054018	NULL	G5DBA_ELA_2013-04-01	88.24
237151261	NULL	G5DBA_ELA_2013-04-01	17.65
970060261	NULL	G6Math_2013-04-01	57.58
970037715	NULL	G5DBA_ELA_2013-04-01	17.65
103463527	NULL	G8Math_2013-04-01	29.03
103462784	NULL	G8DBA_ELA_2013-04-01	42.42
970033132	NULL	G4DBA_ELA_2013-04-01	32.26
970075892	NULL	G8Math_2013-04-01	32.26
104141569	NULL	G8Math_2013-04-01	48.39
102762788	NULL	Geom_2013-04-01	25.71
471657676	NULL	G5Math_2013-04-01	52.63
103423489	NULL	G8DBA_ELA_2013-04-01	81.82
683561211	NULL	G5DBA_ELA_2013-04-01	61.76
104090980	NULL	G7Math_2013-04-01	72.22
970091324	NULL	G6DBA_ELA_2013-04-01	86.49
104039466	NULL	G7DBA_ELA_2013-04-01	58.33
102717733	NULL	Alg1_2013-04-01	50.00
102776739	NULL	Geom_2013-04-01	22.86
970083646	NULL	G6DBA_ELA_2013-04-01	97.30
970028287	NULL	G4Math_2013-04-01	75.00
970083389	NULL	G4Math_2013-04-01	27.27
970083180	NULL	G6DBA_ELA_2013-04-01	29.73
970033741	NULL	G5DBA_ELA_2013-04-01	61.76
970044888	NULL	G6DBA_ELA_2013-04-01	59.46
104247671	NULL	G7Math_2013-04-01	13.89
970008554	NULL	G4DBA_ELA_2013-04-01	70.97
104106281	NULL	G7DBA_ELA_2013-04-01	50.00
190253	NULL	G5DBA_ELA_2013-04-01	85.29
970060104	NULL	G7Math_2013-04-01	66.67
103429296	NULL	G4Math_2013-04-01	34.09
104113881	NULL	G6Math_2013-04-01	96.97
104637905	NULL	G5Math_2013-04-01	47.37
618238828	NULL	G5Math_2013-04-01	31.58
103568994	NULL	Alg1_2013-04-01	23.53
104350749	NULL	G7DBA_ELA_2013-04-01	36.11
102672045	NULL	G6Math_2013-04-01	30.30
102974896	NULL	G9DBA_ELA_2013-04-01	52.94
102959855	NULL	Geom_2013-04-01	85.71
970026196	NULL	G4Math_2013-04-01	34.09
104171194	NULL	G9DBA_ELA_2013-04-01	70.59
104518071	NULL	G6DBA_ELA_2013-04-01	70.27
104214846	NULL	G7Math_2013-04-01	30.56
103875753	NULL	G7Math_2013-04-01	52.78
102723582	NULL	Geom_2013-04-01	77.14
166352781	NULL	G6DBA_ELA_2013-04-01	27.03
102887452	NULL	Alg1_2013-04-01	35.29
970098936	NULL	G5Math_2013-04-01	52.63
104215298	NULL	G7Math_2013-04-01	88.89
102770682	NULL	Geom_2013-04-01	40.00
970047059	NULL	G10DBA_ELA_2013-04-01	76.47
849362470	NULL	G5DBA_ELA_2013-04-01	41.18
970030558	NULL	G4DBA_ELA_2013-04-01	90.32
970094418	NULL	G5Math_2013-04-01	47.37
102712841	NULL	G9DBA_ELA_2013-04-01	70.59
793759283	NULL	G5Math_2013-04-01	78.95
117928119	NULL	G5Math_2013-04-01	52.63
103466041	NULL	G8PDBA_ELA_2013-04-01	39.11
194317699	NULL	G6DBA_ELA_2013-04-01	83.78
103417952	NULL	G8PDBA_ELA_2013-04-01	58.35
653199224	NULL	G6DBA_ELA_2013-04-01	51.35
104569165	NULL	G6Math_2013-04-01	27.27
104259742	NULL	G7Math_2013-04-01	77.78
595151796	NULL	G4DBA_ELA_2013-04-01	12.90
103429452	NULL	G8DBA_ELA_2013-04-01	87.88
102949443	NULL	G10DBA_ELA_2013-04-01	79.41
743776643	NULL	G5Math_2013-04-01	36.84
970019273	NULL	G8DBA_ELA_2013-04-01	45.45
278916994	NULL	G5Math_2013-04-01	89.47
879335974	NULL	G6DBA_ELA_2013-04-01	45.95
970032653	NULL	G4Math_2013-04-01	61.36
104298013	NULL	G6DBA_ELA_2013-04-01	59.46
970031722	NULL	G4DBA_ELA_2013-04-01	32.26
103564399	NULL	Alg1_2013-04-01	52.94
103431078	NULL	G8DBA_ELA_2013-04-01	54.55
970030812	NULL	G4MathP_2013-04-01	41.56
970033073	NULL	G4DBA_ELA_2013-04-01	41.94
104248356	NULL	G6DBA_ELA_2013-04-01	18.92
888398872	NULL	G6Math_2013-04-01	45.45
102718319	NULL	G9DBA_ELA_2013-04-01	73.53
970018889	NULL	G4PDBA_ELA_2013-04-01	49.00
970030242	NULL	G6Math_2013-04-01	54.55
103456810	NULL	G7MathS_2013-04-01	25.00
896367729	NULL	G6Math_2013-04-01	48.48
970027393	NULL	G4DBA_ELA_2013-04-01	77.42
970062657	NULL	Alg1_2013-04-01	44.12
104353826	NULL	G5Math_2013-04-01	31.58
102817061	NULL	Alg1S_2013-04-01	35.29
102509759	NULL	G9DBA_ELA_2013-04-01	47.06
103379012	NULL	G8Math_2013-04-01	70.97
103431268	NULL	G8Math_2013-04-01	45.16
970068774	NULL	G4Math_2013-04-01	77.27
970068212	NULL	G6DBA_ELA_2013-04-01	51.35
970080922	NULL	Geom_2013-04-01	42.86
103468906	NULL	G6Math_2013-04-01	24.24
415339266	NULL	G5DBA_ELA_2013-04-01	41.18
871383469	NULL	G5DBA_ELA_2013-04-01	32.35
102963519	NULL	Geom_2013-04-01	45.71
103421327	NULL	G7Math_2013-04-01	66.67
970099141	NULL	G8DBA_ELA_2013-04-01	87.88
100087154	NULL	G8DBA_ELA_2013-04-01	45.45
793437963	NULL	G5Math_2013-04-01	42.11
970036527	NULL	G4Math_2013-04-01	70.45
379975220	NULL	G6DBA_ELA_2013-04-01	54.05
970028373	NULL	Geom_2013-04-01	51.43
104504691	NULL	G5DBA_ELA_2013-04-01	23.53
103486023	NULL	G8DBA_ELA_2013-04-01	72.73
165612680	NULL	G5DBA_ELA_2013-04-01	44.12
104501598	NULL	G5DBA_ELA_2013-04-01	73.53
102709540	NULL	Alg1_2013-04-01	0.00
970028884	NULL	G6DBA_ELA_2013-04-01	54.05
553128729	NULL	G6Math_2013-04-01	27.27
970046934	NULL	G6Math_2013-04-01	42.42
104036637	NULL	G7Math_2013-04-01	63.89
970034735	NULL	G4DBA_ELA_2013-04-01	41.94
103386330	NULL	G7DBA_ELA_2013-04-01	47.22
103451555	NULL	G8Math_2013-04-01	16.13
104052733	NULL	G7DBA_ELA_2013-04-01	61.11
103477337	NULL	G7DBA_ELA_2013-04-01	52.78
104093307	NULL	G7Math_2013-04-01	52.78
970039162	NULL	G4Math_2013-04-01	22.73
104041801	NULL	G7Math_2013-04-01	55.56
970045860	NULL	G8Math_2013-04-01	48.39
970075092	NULL	G8DBA_ELA_2013-04-01	78.79
970047705	NULL	G4DBA_ELA_2013-04-01	77.42
104035092	NULL	G6DBA_ELA_2013-04-01	45.95
102846912	NULL	G9DBA_ELA_2013-04-01	0.00
102927522	NULL	Alg1_2013-04-01	35.29
970047071	NULL	G4Math_2013-04-01	81.82
970024491	NULL	G4PDBA_ELA_2013-04-01	59.60
970076882	NULL	G7Math_2013-04-01	41.67
100028679	NULL	Alg1_2013-04-01	50.00
102864303	NULL	G9DBA_ELA_2013-04-01	73.53
100063270	NULL	G10DBA_ELA_2013-04-01	82.35
396164873	NULL	G9DBA_ELA_2013-04-01	67.65
